global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max
0.965±0.064,16.0±0.0,0.119±0.009,0.064±0.01,0.125±0.027,2.375±0.39,0.264±0.077,3.25±0.36,3.115±0.536,5.405±0.865,6.63±1.152
