global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max,graph_filename
0.852,16,0.0,0.007284332423699872,0.06826564060603023,0.9577464788732394,0.3460239808153477,1.668,2.0,3.0,4,results/ES1xLambda_20251023_141709
0.836,16,0.0,0.008649744199149875,0.09562129697127728,1.1578947368421053,0.4052416851441242,1.804,2.0,3.0,5,results/ES1xLambda_20251023_141713
0.816,16,0.0,0.007675762436854722,0.10725071261435569,1.303921568627451,0.4171063829787234,1.88,2.0,4.0,6,results/ES1xLambda_20251023_141718
0.864,16,0.0,0.008434139196411467,0.09062068329163692,1.1435185185185186,0.36918358531317497,1.852,2.0,4.0,4,results/ES1xLambda_20251023_141722
0.976,16,0.0,0.00744517936564077,0.06870765791079765,0.8401639344262295,0.2637060133630289,1.796,2.0,3.0,4,results/ES1xLambda_20251023_141727
0.676,16,0.0,0.009493139473987246,0.12697056527015788,1.7455621301775148,0.5142413793103449,1.856,2.0,4.0,6,results/ES1xLambda_20251023_141731
0.932,16,0.0,0.010262772364857255,0.09317029552933426,1.2446351931330473,0.31720841300191205,2.092,2.0,4.0,5,results/ES1xLambda_20251023_141736
0.84,16,0.0,0.008235998394172925,0.0807317486662055,1.2047619047619047,0.3385313174946004,1.852,2.0,3.0,4,results/ES1xLambda_20251023_141740
0.856,16,0.0,0.010090109804582255,0.09630672863104864,1.2289719626168225,0.37778616352201255,1.908,2.0,4.0,6,results/ES1xLambda_20251023_141745
0.836,16,0.0,0.006814003751269438,0.08775090329655759,1.244019138755981,0.35649466950959485,1.876,2.0,3.0,5,results/ES1xLambda_20251023_141749
0.892,16,0.0,0.007398620575601525,0.068010467557403,0.9730941704035875,0.27936363636363637,1.76,2.0,3.0,4,results/ES1xLambda_20251023_141753
0.744,16,0.0,0.007609587163359605,0.1443300807463474,1.5913978494623655,0.4902738589211618,1.928,1.0,5.0,5,results/ES1xLambda_20251023_141758
0.848,16,0.0,0.008018415750228217,0.08983405794688641,1.1226415094339623,0.3867022222222223,1.8,1.0,3.0,4,results/ES1xLambda_20251023_141803
0.752,16,0.0,0.0072664477540725055,0.1009189024309313,1.3670212765957446,0.4435865168539326,1.78,2.0,4.0,5,results/ES1xLambda_20251023_141807
0.94,16,0.0,0.007016591511548843,0.07028150655219084,0.8723404255319149,0.3280727272727273,1.76,1.0,3.0,5,results/ES1xLambda_20251023_141812
0.972,16,0.0,0.008119091976282158,0.06664261597509283,0.9629629629629629,0.26536687631027256,1.908,2.0,3.0,5,results/ES1xLambda_20251023_141817
0.764,16,0.0,0.008602281088331406,0.07522998830631576,1.2513089005235603,0.3591255813953489,1.72,2.0,3.0,4,results/ES1xLambda_20251023_141821
0.828,16,0.0,0.007904204546489376,0.07563979745647798,1.0628019323671498,0.34563934426229503,1.708,2.0,3.0,5,results/ES1xLambda_20251023_141825
0.768,16,0.0,0.008709636883245912,0.14471708093505922,1.6822916666666667,0.432178640776699,2.06,2.0,5.0,6,results/ES1xLambda_20251023_141830
0.844,16,0.0,0.009018301314693567,0.11604487169822496,1.2559241706161137,0.42139495798319326,1.904,2.0,5.0,6,results/ES1xLambda_20251023_141834
1.0,16,0.0,0.008230527028586152,0.0771939421802108,0.852,0.2884233261339093,1.852,1.0,3.0,4,results/ES1xLambda_20251023_141839
0.932,16,0.0,0.011276913571929306,0.09289479779652135,1.184549356223176,0.29559921414538315,2.036,2.0,4.0,5,results/ES1xLambda_20251023_141844
0.848,16,0.0,0.007648469515864636,0.09814966658526485,1.221698113207547,0.4115583864118896,1.884,1.0,4.0,6,results/ES1xLambda_20251023_141848
0.884,16,0.0,0.007693447699213453,0.07922574262222211,1.1719457013574661,0.28356666666666663,1.92,2.0,3.0,5,results/ES1xLambda_20251023_141853
0.728,16,0.0,0.008001924539645041,0.0979860731680605,1.3461538461538463,0.48948946135831384,1.708,1.0,4.0,6,results/ES1xLambda_20251023_141857
0.968,16,0.0,0.007758586889165413,0.07392031112896111,0.8140495867768595,0.30493849658314354,1.756,1.5,3.0999999999999943,5,results/ES1xLambda_20251023_141902
0.94,16,0.0,0.0076210270913011045,0.06001571094795201,0.825531914893617,0.3021258741258741,1.716,2.0,3.0,5,results/ES1xLambda_20251023_141906
0.848,16,0.0,0.008058036087209439,0.09192886634806854,1.169811320754717,0.3853043478260869,1.84,2.0,4.0,5,results/ES1xLambda_20251023_141911
0.768,16,0.0,0.009018777402986365,0.09277171530892907,1.4895833333333333,0.3916485355648536,1.912,2.0,4.0,5,results/ES1xLambda_20251023_141915
0.944,16,0.0,0.008435719353474338,0.06384321110714831,0.8983050847457628,0.2763392857142857,1.792,2.0,3.0,4,results/ES1xLambda_20251023_141919
0.916,16,0.0,0.009127927835995333,0.09303541637723836,1.1397379912663756,0.36506122448979594,1.96,2.0,4.0,6,results/ES1xLambda_20251023_141924
0.824,16,0.0,0.0073246675238048415,0.08108978223103175,1.0436893203883495,0.3935866983372922,1.684,2.0,4.0,4,results/ES1xLambda_20251023_141928
0.956,16,0.0,0.00947321680401258,0.09112002990468042,1.1171548117154813,0.33370750988142295,2.024,2.0,4.0,6,results/ES1xLambda_20251023_141933
0.892,16,0.0,0.00884752993559362,0.07190720090817712,1.0358744394618835,0.29971806167400883,1.816,2.0,3.0,5,results/ES1xLambda_20251023_141937
0.816,16,0.0,0.0076176035961188,0.10662204226667887,1.25,0.4330544662309368,1.836,2.0,4.0,5,results/ES1xLambda_20251023_141942
0.792,16,0.0,0.005782865611075182,0.10184614324202214,1.2424242424242424,0.4226846846846847,1.776,2.0,4.0,4,results/ES1xLambda_20251023_141946
0.876,16,0.0,0.010529114426708402,0.07561054397185202,1.1050228310502284,0.36108459869848153,1.844,2.0,3.0,5,results/ES1xLambda_20251023_141951
0.832,16,0.0,0.007583913218447977,0.10479942851892186,1.2788461538461537,0.4072405063291139,1.896,2.0,4.0,7,results/ES1xLambda_20251023_141955
0.832,16,0.0,0.008902960482389657,0.07850786840075683,1.0673076923076923,0.3833860465116279,1.72,2.0,4.0,4,results/ES1xLambda_20251023_142000
0.728,16,0.0,0.006734536652242882,0.09940459966807523,1.3131868131868132,0.4667838479809976,1.684,1.0,3.0,5,results/ES1xLambda_20251023_142005
0.88,16,0.0,0.008965908203126788,0.10135351028082776,1.2363636363636363,0.3688292682926829,1.968,2.0,4.0,5,results/ES1xLambda_20251023_142009
0.84,16,0.0,0.012439090617224343,0.16108654712627496,1.519047619047619,0.49797353497164465,2.116,1.0,6.0,9,results/ES1xLambda_20251023_142014
0.84,16,0.0,0.00790662160752258,0.08199406916615375,1.119047619047619,0.3936269662921348,1.78,2.0,3.0,5,results/ES1xLambda_20251023_142018
0.756,16,0.0,0.007877210192343215,0.12130538837017012,1.5026455026455026,0.45243974630021144,1.892,2.0,4.0,5,results/ES1xLambda_20251023_142023
0.996,16,0.0,0.010087965200087323,0.06510411281677134,0.9437751004016064,0.25074380165289256,1.936,2.0,3.0,4,results/ES1xLambda_20251023_142027
0.768,16,0.0,0.0088176163115861,0.10359028503307322,1.3177083333333333,0.4682696629213483,1.78,1.0,4.0,6,results/ES1xLambda_20251023_142032
0.736,16,0.0,0.008316041864592344,0.1002812808566432,1.516304347826087,0.42920950323974083,1.852,2.0,4.0,4,results/ES1xLambda_20251023_142037
0.9,16,0.0,0.009476198103926088,0.1115799808674091,1.1955555555555555,0.386089068825911,1.976,2.0,4.0,5,results/ES1xLambda_20251023_142041
0.916,16,0.0,0.008101821553415964,0.08995142994347043,1.0524017467248907,0.355336170212766,1.88,2.0,4.0,6,results/ES1xLambda_20251023_142046
0.84,16,0.0,0.012688231467526886,0.09173269800220862,1.3714285714285714,0.3424096385542169,1.992,2.0,3.0999999999999943,5,results/ES1xLambda_20251023_142050
0.784,16,0.0,0.007403371356075805,0.09003185214303307,1.2908163265306123,0.40802672605790646,1.796,2.0,3.0,5,results/ES1xLambda_20251023_142055
