global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max,graph_filename
0.804,16,0.12160487163845829,0.03160270422802811,0.05891048994904285,0.8805970149253731,0.4145820105820106,1.512,1.0,3.0,4,results/NSGA2Novelty_G_P_20251023_142607
0.996,16,0.1272895388280152,0.06828025014594769,0.07165573587912798,1.4216867469879517,0.25445439469320064,2.412,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142608
0.776,16,0.13813429615385886,0.025738144189125595,0.0787003202391355,1.3144329896907216,0.492,1.796,1.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142608
0.824,16,0.20261457590201062,0.08056203036428763,0.10343885542160543,2.266990291262136,0.3889866270430906,2.692,3.0,5.0,7,results/NSGA2Novelty_G_P_20251023_142609
0.708,16,0.23588693483988027,0.04203675117644825,0.07405134077603025,1.7118644067796611,0.4501333333333334,1.92,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142610
0.916,16,0.17902631141598252,0.07945081660845271,0.07162094909394581,1.8253275109170306,0.32604018547140645,2.588,3.0,4.0,6,results/NSGA2Novelty_G_P_20251023_142611
0.736,16,0.16787089362273136,0.05985317030313103,0.10513342703314675,2.4619565217391304,0.4027189952904239,2.548,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142612
0.828,16,0.14304734373975625,0.050959978362666206,0.06592321554415,1.5845410628019323,0.3578990654205607,2.14,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142613
0.908,16,0.21122161555838437,0.050155349265301005,0.07349426268811697,1.6299559471365639,0.33197319932998326,2.388,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142614
0.844,16,0.2213478695059336,0.03493469319226354,0.07077733719193426,1.2227488151658767,0.3600767590618337,1.876,2.0,3.0,4,results/NSGA2Novelty_G_P_20251023_142615
0.776,16,0.17373235558099417,0.03290787401027918,0.054011446615773374,1.2731958762886597,0.41555555555555557,1.764,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142615
0.964,16,0.19063212559030704,0.04441011637060167,0.06659544333016632,1.161825726141079,0.31208445297504794,2.084,2.0,4.0,6,results/NSGA2Novelty_G_P_20251023_142616
0.904,16,0.18373665814150622,0.029749087434047968,0.0742139757923352,0.9690265486725663,0.41377977528089893,1.78,1.0,4.0,7,results/NSGA2Novelty_G_P_20251023_142617
0.892,16,0.15389567448083277,0.0654090901129547,0.06944353787930803,1.506726457399103,0.29640787119856893,2.236,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142618
0.812,16,0.17547126107403224,0.07620941450769989,0.10209870032131381,2.334975369458128,0.3811935007385524,2.708,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142619
0.8,16,0.1686168554815741,0.04810075485120026,0.06429154118225806,1.665,0.4029043151969981,2.132,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142620
0.868,16,0.13147180192575292,0.08437941225077213,0.053036190650644674,1.6267281105990783,0.2960982456140351,2.28,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142621
0.884,16,0.15363693662041028,0.09417351784949048,0.0728218425445387,2.226244343891403,0.3146984572230014,2.852,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142622
0.916,16,0.15793904607681103,0.08151006042476341,0.07065430204486037,1.834061135371179,0.3552850539291217,2.596,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142622
0.9,16,0.1691366007399287,0.04765686500105468,0.08530312076091198,1.3466666666666667,0.26077272727272727,2.112,2.0,3.0,4,results/NSGA2Novelty_G_P_20251023_142623
0.908,16,0.14634650258210044,0.06796308027786094,0.07233799931003751,1.3920704845814977,0.33014364640883975,2.172,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142624
0.996,16,0.16781916620222842,0.11128746289785835,0.07761679974893544,2.0160642570281126,0.2840639147802929,3.004,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142625
0.736,16,0.1639901409579399,0.041472490260427465,0.08479693262233967,1.625,0.48896894409937885,1.932,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142626
0.732,16,0.18121385211704008,0.039742448298655024,0.07318890399530177,1.6666666666666667,0.4891147540983607,1.952,2.0,4.0,6,results/NSGA2Novelty_G_P_20251023_142627
0.84,16,0.14543763353747102,0.059225270345970686,0.05728435930805785,1.4714285714285715,0.37654720616570325,2.076,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142628
0.756,16,0.11045937649940256,0.06528158787913926,0.0757737585503104,1.6349206349206349,0.45969477911646583,1.992,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142628
0.936,16,0.18180353571300525,0.06007536017483099,0.07172400640669815,1.6837606837606838,0.3228152866242038,2.512,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142629
0.7,16,0.18795259782174956,0.07678242494867238,0.13814557336936908,3.434285714285714,0.4685463917525773,3.104,3.0,6.0,8,results/NSGA2Novelty_G_P_20251023_142630
0.868,16,0.1487677112862275,0.10181751778709744,0.08387498743192766,2.6589861751152073,0.32579345088161205,3.176,4.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142631
0.68,16,0.1879676983515398,0.06686097858763204,0.11637258372255307,3.123529411764706,0.4445820256776034,2.804,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142632
0.892,16,0.14856634396088472,0.06541195346465195,0.0498621653784779,1.4798206278026906,0.2386184448462929,2.212,2.0,3.0,4,results/NSGA2Novelty_G_P_20251023_142633
0.852,16,0.1543133489712654,0.05578482966592336,0.10719695024077983,1.4553990610328638,0.43292543021032504,2.092,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142634
