global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max,graph_filename
1.0,16,0.2016538476470158,0.08352419154805735,0.13085501090224222,2.88,0.23905979381443299,3.88,4.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142743
1.0,16,0.11459997282290095,0.1988871307460871,0.11079421624203209,3.504,0.17249733570159853,4.504,5.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142743
1.0,16,0.16632057445437115,0.06293056076220174,0.09897543429368226,1.98,0.27634362416107383,2.98,3.0,5.0,5,results/NSGA2Novelty_G_P_20251023_142744
1.0,16,0.1847203102846495,0.042556026901880165,0.09964038418683602,1.528,0.33893670886075955,2.528,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142745
0.9,16,0.19415927229786473,0.07390215681890908,0.13333085669601002,2.848888888888889,0.38237413394919173,3.464,3.0,7.0,8,results/NSGA2Novelty_G_P_20251023_142745
1.0,16,0.19698460105517096,0.08428160409972708,0.06859385973403223,1.664,0.26737537537537537,2.664,3.0,4.0,6,results/NSGA2Novelty_G_P_20251023_142746
1.0,16,0.11327369801039851,0.2592019793938233,0.11063234640395289,3.672,0.12292465753424653,4.672,5.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142746
1.0,16,0.15651068728578532,0.07578948973266329,0.15760655771866136,2.488,0.37787155963302754,3.488,3.0,7.0,10,results/NSGA2Novelty_G_P_20251023_142747
1.0,16,0.17350412882662203,0.08901529760558713,0.10317822404528014,2.316,0.3063015681544029,3.316,3.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142748
0.952,16,0.17698125952583801,0.05259557342767693,0.09405606789651193,1.903361344537815,0.3323936324167873,2.764,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142748
1.0,16,0.21640657565499963,0.07143253937129085,0.08443300370650177,1.756,0.17933817126269957,2.756,3.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142749
0.848,16,0.17802687396019692,0.048230803721786134,0.11102741757855235,2.047169811320755,0.36853250773993806,2.584,3.0,4.0,8,results/NSGA2Novelty_G_P_20251023_142750
0.836,16,0.16889896994741677,0.06285087705184479,0.13652311362297914,2.22488038277512,0.44993471810089025,2.696,3.0,6.0,8,results/NSGA2Novelty_G_P_20251023_142750
1.0,16,0.17176031260437033,0.28703263992986394,0.08862792830426909,2.772,0.16510286320254508,3.772,3.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142751
1.0,16,0.15575838758215324,0.07011234222542521,0.113636588714374,2.572,0.27504143337066067,3.572,4.0,6.0,6,results/NSGA2Novelty_G_P_20251023_142752
0.932,16,0.1743182291734329,0.06133093644747783,0.1014882030156912,2.03862660944206,0.313502824858757,2.832,3.0,5.0,5,results/NSGA2Novelty_G_P_20251023_142752
1.0,16,0.24435679263758456,0.055463273884052464,0.07921484999762508,1.756,0.24578809869375906,2.756,3.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142753
1.0,16,0.25289037957005445,0.08049108473423389,0.10423978739991785,2.24,0.2573530864197531,3.24,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142753
0.984,16,0.2132668011262003,0.06950635423559612,0.12599036335063954,2.402439024390244,0.2957945041816009,3.348,3.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142754
0.848,16,0.17338445418910903,0.05823742454649579,0.11803477036818029,2.19811320754717,0.3771917404129793,2.712,3.0,5.0,5,results/NSGA2Novelty_G_P_20251023_142755
1.0,16,0.13877412565605401,0.10489627938835473,0.11814892365455602,2.876,0.22781011351909186,3.876,3.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142755
1.0,16,0.22199726557052835,0.06094698384268968,0.0961030274018667,2.016,0.2556816976127321,3.016,3.0,5.0,7,results/NSGA2Novelty_G_P_20251023_142756
0.856,16,0.1564404720627969,0.06188637275005622,0.09661193622508515,1.7850467289719627,0.4375838926174497,2.384,2.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142757
0.96,16,0.18359316143485718,0.0856642435637053,0.12848626788541642,3.05,0.2979176954732511,3.888,5.0,6.0,7,results/NSGA2Novelty_G_P_20251023_142757
0.936,16,0.19514697795359962,0.07197587263303037,0.1426875241126906,2.9316239316239314,0.3336086956521739,3.68,4.0,7.0,8,results/NSGA2Novelty_G_P_20251023_142758
0.932,16,0.17326971631082694,0.05470948068215077,0.09969473064815623,1.9742489270386265,0.2903030303030303,2.772,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142759
0.992,16,0.23511801771294244,0.04210872343754733,0.08628005971850604,1.6935483870967742,0.18238323353293417,2.672,3.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142759
0.82,16,0.16176365102007403,0.03453226520822297,0.087918955424124,1.2829268292682927,0.3996923076923077,1.872,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142800
0.9,16,0.1843879172253161,0.05424430364945243,0.10390111597455257,1.791111111111111,0.25719745222929935,2.512,3.0,4.0,4,results/NSGA2Novelty_G_P_20251023_142801
0.98,16,0.14413015477095933,0.0653284285330154,0.09603082702113126,2.0448979591836736,0.26153351206434317,2.984,3.0,5.0,6,results/NSGA2Novelty_G_P_20251023_142801
0.836,16,0.19073624121960875,0.07030669275859465,0.13698760133084092,2.9904306220095696,0.4011990407673861,3.336,3.0,7.0,8,results/NSGA2Novelty_G_P_20251023_142802
0.88,16,0.18488068800080762,0.07526632903207367,0.11776785135375197,2.6136363636363638,0.30440754716981133,3.18,4.0,5.0,7,results/NSGA2Novelty_G_P_20251023_142802
0.952,16,0.22905647136006566,0.08455965809091745,0.13719611654434907,2.819327731092437,0.3427634763476348,3.636,4.0,6.099999999999994,8,results/NSGA2Novelty_G_P_20251023_142803
1.0,16,0.19368378660259028,0.038803707049905795,0.07730425846093336,1.272,0.27621126760563386,2.272,2.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142804
0.844,16,0.1732790790701106,0.0626521425157318,0.0993616673933982,2.4644549763033177,0.3582106703146375,2.924,3.0,5.0,7,results/NSGA2Novelty_G_P_20251023_142804
1.0,16,0.14776092361700466,0.061731180623812096,0.07939603281176591,1.952,0.15379945799457995,2.952,3.0,4.0,5,results/NSGA2Novelty_G_P_20251023_142805
