global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max
0.7956,16.0,0.16988022809792477,0.054892464128040455,0.0857932986818844,1.9906875096716319,0.4107954736107201,2.366,2.5,4.6,5.9
