global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max
1.0±0.0,16.0±0.0,0.102±0.011,0.286±0.02,0.429±0.058,8.799±0.704,0.128±0.028,9.799±0.704,10.295±0.91,12.264±1.03,13.01±1.105
