global_coverage,n_rules,average_crowding_distance,average_error,overlap_mean_jaccard,overlap_redundancy,overlap_gini_coverage,coverage_mean,coverage_p50,coverage_p90,coverage_max
0.5904,16.0,0.11983402397366487,0.0769618883656144,0.4186380372483673,4.823914414989127,0.6637732437787506,2.738,0.5,9.349999999999998,15.0
